user_id,first_name,last_name,email,phone,home_neighbourhood,home_latitude,home_longitude,user_type,preferred_categories,max_search_distance_km,total_sessions,created_at
USR0149,Daniel,Nalwanga,daniel.nalwanga17@yahoo.com,756346024,Nakasero,0.320634,32.586523,business_owner,Food & Beverage,4,51,2025-11-18 15:46:13
USR0150,Emmanuel,Nakato,emmanuel.nakato99@gmail.com,782649435,Wandegeya,0.341825,32.568583,customer,Retail - Electronics|Education & Training,6,40,2025-12-11 06:33:19
USR0151,Timothy,Kyeyune,timothy.kyeyune68@yahoo.com,702129959,Wandegeya,0.338176,32.570498,both,Logistics & Transport|Agriculture & Supplies|Manufacturing & Production|Restaurant & Catering,11,57,2025-11-24 09:41:45
USR0152,James,Nabukenya,james_nabukenya81@business.ug,756766738,Wandegeya,0.342386,32.571045,business_owner,Wholesale & Distribution|Healthcare & Pharmacy|Logistics & Transport,11,30,2026-03-24 06:16:00
USR0153,Daniel,Namubiru,daniel_namubiru20@ug.com,772111068,Ntinda,0.338001,32.617523,business_owner,Restaurant & Catering|Logistics & Transport|Manufacturing & Production,6,63,2026-04-18 17:22:18
USR0154,Frank,Namubiru,frank_namubiru77@ug.com,702935471,Nakasero,0.316051,32.581989,customer,Financial Services|Food & Beverage|Retail - Clothing & Fashion|IT & Software Services,6,49,2025-12-09 16:54:26
USR0155,Fatima,Nalwanga,fatimanalwanga98@yahoo.com,752946803,Wandegeya,0.34147,32.569903,business_owner,Financial Services|Food & Beverage|Retail - Electronics,6,18,2025-12-22 01:20:37
USR0156,Edith,Namasaba,edithnamasaba80@outlook.com,782296911,Ntinda,0.340245,32.612217,both,Retail - Clothing & Fashion,5,37,2025-12-18 09:42:16
USR0157,Daniel,Aceng,daniel.aceng20@yahoo.com,701617555,Nakasero,0.31752,32.582362,business_owner,Healthcare & Pharmacy|Logistics & Transport|IT & Software Services|Retail - General,5,11,2026-03-31 05:07:02
USR0158,Joseph,Muwanga,joseph.muwanga70@ug.com,782290425,Ntinda,0.339345,32.617732,business_owner,Retail - Electronics,6,50,2026-03-18 06:25:35
USR0159,Daniel,Akello,daniel.akello59@gmail.com,756908447,Wandegeya,0.33847,32.572662,customer,Education & Training|Restaurant & Catering|Healthcare & Pharmacy|Retail - Clothing & Fashion,5,71,2026-02-01 11:08:29
USR0160,Rajiv,Nakato,rajiv.nakato47@outlook.com,701799080,Wandegeya,0.339089,32.56879,business_owner,Retail - General|Retail - Clothing & Fashion|Beauty & Wellness,4,75,2025-11-21 15:15:25
USR0161,Patricia,Okello,patriciaokello61@business.ug,756725173,Nakasero,0.317085,32.585166,customer,Retail - Electronics|Education & Training|Construction & Hardware|Healthcare & Pharmacy,5,8,2026-01-02 20:32:46
USR0162,Joseph,Ssentongo,joseph.ssentongo63@gmail.com,702432125,Wandegeya,0.342908,32.57352,business_owner,IT & Software Services|Food & Beverage|Retail - General|Wholesale & Distribution,6,46,2026-03-09 21:15:40
USR0163,Rajiv,Muwanga,rajiv_muwanga72@company.co.ug,772669097,Ntinda,0.342879,32.612518,customer,Healthcare & Pharmacy|IT & Software Services|Logistics & Transport,5,77,2026-04-12 21:49:21
USR0164,Kisa,Nabukenya,kisa.nabukenya58@business.ug,772959222,Nakasero,0.317843,32.581937,customer,IT & Software Services|Retail - Clothing & Fashion|Retail - General|Construction & Hardware,4,80,2025-12-12 23:04:09
USR0165,Emmanuel,Nabwire,emmanuel.nabwire68@ug.com,756621718,Wandegeya,0.341829,32.569079,customer,Education & Training|Healthcare & Pharmacy|Retail - Electronics|Beauty & Wellness,11,9,2025-11-08 01:18:34
USR0166,Irene,Nabukenya,irene.nabukenya63@yahoo.com,702203550,Nakasero,0.316223,32.584134,customer,Manufacturing & Production|Construction & Hardware|IT & Software Services|Agriculture & Supplies,5,7,2026-01-04 19:05:57
USR0167,Norah,Ssentongo,norah.ssentongo84@gmail.com,782972496,Nakasero,0.31656,32.585408,customer,Agriculture & Supplies|Healthcare & Pharmacy|Beauty & Wellness|IT & Software Services,5,79,2025-12-17 19:11:10
USR0168,Catherine,Aceng,catherine.aceng28@outlook.com,752201836,Nakasero,0.316709,32.580848,customer,Manufacturing & Production|Education & Training,3,73,2026-02-20 03:38:19
USR0169,Lawrence,Auma,lawrence_auma96@business.ug,701903506,Wandegeya,0.341193,32.570506,customer,Wholesale & Distribution|Retail - Electronics|Retail - Clothing & Fashion|Beauty & Wellness,11,52,2026-01-29 13:24:09
USR0170,Ketty,Auma,ketty_auma41@ug.com,752440424,Wandegeya,0.342224,32.570886,business_owner,Construction & Hardware|Food & Beverage|Wholesale & Distribution,11,28,2026-01-06 08:30:47
USR0171,Kisa,Aceng,kisa_aceng58@outlook.com,782100205,Ntinda,0.343084,32.618864,business_owner,Wholesale & Distribution|Restaurant & Catering,6,39,2026-04-25 10:12:02
USR0172,Nathan,Ssali,nathan_ssali71@company.co.ug,752683347,Nakasero,0.319995,32.583573,customer,Healthcare & Pharmacy|Retail - Clothing & Fashion|Agriculture & Supplies|Restaurant & Catering,5,75,2025-12-14 22:37:39
USR0173,Rajiv,Namubiru,rajiv_namubiru73@business.ug,702869933,Nakasero,0.31654,32.581598,customer,Agriculture & Supplies|IT & Software Services|Wholesale & Distribution|Construction & Hardware,5,77,2026-02-23 04:22:05
USR0174,Catherine,Aceng,catherine.aceng8@ug.com,772464831,Wandegeya,0.342399,32.57104,both,Agriculture & Supplies,6,78,2026-04-15 10:44:10
USR0175,Zoe,Muwanga,zoe.muwanga41@business.ug,752692354,Ntinda,0.339047,32.615019,customer,Education & Training,6,58,2026-03-14 23:26:37
USR0176,Lydia,Ssempijja,lydia_ssempijja38@yahoo.com,782255202,Nakasero,0.316925,32.57966,business_owner,Manufacturing & Production,6,34,2025-11-15 10:44:30
USR0177,Hassan,Nalwanga,hassan.nalwanga62@yahoo.com,752307731,Wandegeya,0.340439,32.572566,customer,Food & Beverage|Retail - Electronics,6,56,2025-12-28 02:37:07
USR0178,Lydia,Nakamya,lydia_nakamya55@company.co.ug,772465227,Nakasero,0.317333,32.581756,business_owner,Retail - Clothing & Fashion|Healthcare & Pharmacy|Construction & Hardware,6,80,2025-11-26 07:40:42
USR0179,Catherine,Akello,catherine_akello20@company.co.ug,756994188,Nakasero,0.316601,32.584917,customer,Agriculture & Supplies|Wholesale & Distribution,5,2,2025-12-31 15:56:10
USR0180,Henry,Namubiru,henry.namubiru43@ug.com,702875959,Ntinda,0.341766,32.61263,customer,Manufacturing & Production|Logistics & Transport|Construction & Hardware,5,3,2026-01-06 15:08:40
USR0181,Ingrid,Muwanga,ingrid.muwanga37@yahoo.com,702927524,Ntinda,0.342876,32.61317,customer,Retail - Electronics,6,35,2026-02-26 21:24:41
USR0182,Yusuf,Ssemakula,yusufssemakula50@outlook.com,702499194,Nakasero,0.31956,32.584678,both,Agriculture & Supplies|Construction & Hardware|Manufacturing & Production|Retail - Electronics,5,26,2026-01-28 20:02:17
USR0183,Edith,Auma,edith.auma32@gmail.com,752419739,Wandegeya,0.339668,32.570754,customer,Education & Training|Healthcare & Pharmacy|Agriculture & Supplies,6,31,2026-04-27 12:02:03
USR0184,Hassan,Mugisha,hassan_mugisha50@company.co.ug,701681896,Nakasero,0.322644,32.580805,customer,Education & Training|Retail - Clothing & Fashion|Retail - Electronics|IT & Software Services,6,67,2026-04-21 04:00:15
USR0185,Oscar,Kato,oscar_kato31@yahoo.com,752260169,Wandegeya,0.340132,32.570187,business_owner,Manufacturing & Production|Retail - Clothing & Fashion|Food & Beverage|Education & Training,5,75,2026-02-05 02:53:54
USR0186,Mary,Ochieng,maryochieng68@company.co.ug,702550955,Ntinda,0.34497,32.618806,customer,Healthcare & Pharmacy|Retail - Electronics,11,69,2026-04-19 00:26:04
USR0187,Henry,Nabukenya,henrynabukenya4@yahoo.com,772534152,Ntinda,0.344728,32.613427,business_owner,Retail - Clothing & Fashion|Beauty & Wellness|Food & Beverage,5,17,2025-12-03 06:54:47
USR0188,Oscar,Namasaba,oscarnamasaba79@business.ug,702725329,Ntinda,0.339625,32.616499,customer,Retail - Clothing & Fashion|Manufacturing & Production|Construction & Hardware|Logistics & Transport,6,24,2026-04-01 17:59:25
USR0189,Gloria,Nakato,gloria.nakato29@yahoo.com,701528436,Nakasero,0.321352,32.57912,customer,Food & Beverage|IT & Software Services|Education & Training|Wholesale & Distribution,5,9,2025-12-01 21:58:13
USR0190,Daniel,Namasaba,daniel_namasaba59@company.co.ug,702548324,Ntinda,0.340834,32.611335,business_owner,IT & Software Services|Healthcare & Pharmacy|Financial Services|Construction & Hardware,11,77,2026-02-04 04:34:59
USR0191,Catherine,Ssempijja,catherine_ssempijja6@ug.com,702643899,Nakasero,0.319765,32.586871,customer,Manufacturing & Production|Beauty & Wellness|Education & Training|Retail - General,4,38,2026-01-17 21:33:56
USR0192,Ugochi,Namubiru,ugochi_namubiru38@yahoo.com,752157196,Ntinda,0.34283,32.618229,customer,Retail - Electronics|IT & Software Services|Manufacturing & Production|Wholesale & Distribution,6,75,2026-04-17 02:12:48
USR0193,James,Ochieng,james_ochieng58@ug.com,701287567,Ntinda,0.341176,32.618173,both,Retail - Electronics|Restaurant & Catering|Healthcare & Pharmacy|IT & Software Services,6,16,2025-11-16 12:59:59
USR0194,Daniel,Kato,danielkato91@gmail.com,782862182,Ntinda,0.343537,32.615093,both,Manufacturing & Production|Financial Services|Retail - General|Retail - Clothing & Fashion,5,73,2026-04-05 04:22:13
USR0195,Joseph,Nabukenya,josephnabukenya7@yahoo.com,782423026,Nakasero,0.318167,32.585149,customer,Retail - Electronics|Retail - Clothing & Fashion,5,1,2026-02-19 15:45:41
USR0196,Rajiv,Okello,rajiv_okello70@ug.com,701737517,Ntinda,0.344179,32.612903,business_owner,Logistics & Transport|Financial Services|Wholesale & Distribution|Retail - Electronics,11,77,2025-11-01 09:28:48
USR0197,Kisa,Mugisha,kisamugisha27@company.co.ug,701293818,Wandegeya,0.338741,32.572573,customer,Education & Training,11,78,2025-12-23 15:20:50
USR0198,Fatima,Muwanga,fatima.muwanga21@ug.com,756398194,Nakasero,0.320278,32.584532,business_owner,Logistics & Transport|IT & Software Services,11,47,2026-04-15 22:52:46
USR0199,Fatima,Namubiru,fatima_namubiru9@outlook.com,782984274,Ntinda,0.341853,32.613343,customer,Healthcare & Pharmacy|Manufacturing & Production|Financial Services,11,27,2026-03-04 18:31:33
USR0200,Oscar,Muwanga,oscarmuwanga81@business.ug,752191928,Nakasero,0.319386,32.584509,both,Financial Services|Construction & Hardware|Healthcare & Pharmacy,5,68,2026-02-11 04:03:19
